Date,SKU Code,SKU Name,Platform,Ad Spend (₹),Impressions,Clicks,CTR,Ad Orders,Attributed Revenue (₹),ROAS,ACoS
2026-08-11,Hibiscus V5 Combo,"Hibiscus Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Hibiscus Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types",Myntra,1260,30240,820,2.71%,71,29749,23.61x,4.2%
2026-08-10,Hibiscus V5 Combo,"Hibiscus Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Hibiscus Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types",Own Website,792,28512,1045,3.67%,72,30168,38.09x,2.6%
2026-08-09,Hibiscus V5 Combo,"Hibiscus Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Hibiscus Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types",Amazon,694,27066,435,1.61%,29,12151,17.51x,5.7%
2026-08-08,Hibiscus V5 Combo,"Hibiscus Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Hibiscus Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types",Flipkart,223,8251,413,5.01%,20,8380,37.58x,2.7%
2026-08-07,Hibiscus V5 Combo,"Hibiscus Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Hibiscus Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types",Meesho,631,17668,920,5.21%,68,28492,45.15x,2.2%
2026-08-06,Hibiscus V5 Combo,"Hibiscus Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Hibiscus Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types",Myntra,547,14222,674,4.74%,94,39386,72.00x,1.4%
2026-08-05,Hibiscus V5 Combo,"Hibiscus Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Hibiscus Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types",Own Website,564,11844,502,4.24%,33,13827,24.52x,4.1%
2026-08-04,Hibiscus V5 Combo,"Hibiscus Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Hibiscus Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types",Amazon,984,21648,601,2.78%,70,29330,29.81x,3.4%
2026-08-03,Hibiscus V5 Combo,"Hibiscus Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Hibiscus Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types",Flipkart,988,33592,1344,4.00%,133,55727,56.40x,1.8%
2026-08-02,Hibiscus V5 Combo,"Hibiscus Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Hibiscus Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types",Meesho,1055,32705,1794,5.49%,94,39386,37.33x,2.7%
2026-08-01,Hibiscus V5 Combo,"Hibiscus Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Hibiscus Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types",Myntra,781,28897,989,3.42%,32,13408,17.17x,5.8%
2026-07-31,Hibiscus V5 Combo,"Hibiscus Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Hibiscus Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types",Own Website,334,12358,245,1.98%,14,5866,17.56x,5.7%
2026-07-30,Hibiscus V5 Combo,"Hibiscus Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Hibiscus Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types",Amazon,945,25515,1362,5.34%,182,76258,80.70x,1.2%
2026-07-29,Hibiscus V5 Combo,"Hibiscus Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Hibiscus Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types",Flipkart,585,22815,359,1.57%,34,14246,24.35x,4.1%
2026-07-28,Hibiscus V5 Combo,"Hibiscus Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Hibiscus Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types",Meesho,1174,45786,2042,4.46%,202,84638,72.09x,1.4%
2026-08-11,RM_Conditioner,"Hair Growth & Repair Conditioner | Natural Nourishment for Strong, Shiny Hair",Own Website,405,6885,312,4.53%,36,15084,37.24x,2.7%
2026-08-10,RM_Conditioner,"Hair Growth & Repair Conditioner | Natural Nourishment for Strong, Shiny Hair",Amazon,265,8745,378,4.32%,19,7961,30.04x,3.3%
2026-08-09,RM_Conditioner,"Hair Growth & Repair Conditioner | Natural Nourishment for Strong, Shiny Hair",Flipkart,780,29640,1228,4.14%,130,54470,69.83x,1.4%
2026-08-08,RM_Conditioner,"Hair Growth & Repair Conditioner | Natural Nourishment for Strong, Shiny Hair",Meesho,495,16335,489,2.99%,59,24721,49.94x,2.0%
2026-08-07,RM_Conditioner,"Hair Growth & Repair Conditioner | Natural Nourishment for Strong, Shiny Hair",Myntra,1009,37333,1855,4.97%,132,55308,54.81x,1.8%
2026-08-06,RM_Conditioner,"Hair Growth & Repair Conditioner | Natural Nourishment for Strong, Shiny Hair",Own Website,375,12375,327,2.64%,13,5447,14.53x,6.9%
2026-08-05,RM_Conditioner,"Hair Growth & Repair Conditioner | Natural Nourishment for Strong, Shiny Hair",Amazon,304,10336,435,4.21%,62,25978,85.45x,1.2%
2026-08-04,RM_Conditioner,"Hair Growth & Repair Conditioner | Natural Nourishment for Strong, Shiny Hair",Flipkart,1099,21980,356,1.62%,37,15503,14.11x,7.1%
2026-08-03,RM_Conditioner,"Hair Growth & Repair Conditioner | Natural Nourishment for Strong, Shiny Hair",Meesho,1208,38656,1255,3.25%,98,41062,33.99x,2.9%
2026-08-02,RM_Conditioner,"Hair Growth & Repair Conditioner | Natural Nourishment for Strong, Shiny Hair",Myntra,355,12780,259,2.03%,10,4190,11.80x,8.5%
2026-08-01,RM_Conditioner,"Hair Growth & Repair Conditioner | Natural Nourishment for Strong, Shiny Hair",Own Website,383,12256,523,4.27%,37,15503,40.48x,2.5%
2026-07-31,RM_Conditioner,"Hair Growth & Repair Conditioner | Natural Nourishment for Strong, Shiny Hair",Amazon,1050,18900,529,2.80%,49,20531,19.55x,5.1%
2026-07-30,RM_Conditioner,"Hair Growth & Repair Conditioner | Natural Nourishment for Strong, Shiny Hair",Flipkart,1158,27792,1411,5.08%,88,36872,31.84x,3.1%
2026-07-29,RM_Conditioner,"Hair Growth & Repair Conditioner | Natural Nourishment for Strong, Shiny Hair",Meesho,641,19871,664,3.34%,51,21369,33.34x,3.0%
2026-07-28,RM_Conditioner,"Hair Growth & Repair Conditioner | Natural Nourishment for Strong, Shiny Hair",Myntra,441,14553,599,4.12%,84,35196,79.81x,1.3%
2026-08-11,VQ-Neem-Conditioner-003,"Veqix Neem Anti-Dandruff Conditioner 200ml | Controls Dandruff & Frizz | Neem, Aloe Vera & Vitamin C Conditioner for Healthy Scalp & Smooth Hair",Amazon,1013,19247,341,1.77%,33,13827,13.65x,7.3%
2026-08-10,VQ-Neem-Conditioner-003,"Veqix Neem Anti-Dandruff Conditioner 200ml | Controls Dandruff & Frizz | Neem, Aloe Vera & Vitamin C Conditioner for Healthy Scalp & Smooth Hair",Flipkart,836,18392,573,3.12%,22,9218,11.03x,9.1%
2026-08-09,VQ-Neem-Conditioner-003,"Veqix Neem Anti-Dandruff Conditioner 200ml | Controls Dandruff & Frizz | Neem, Aloe Vera & Vitamin C Conditioner for Healthy Scalp & Smooth Hair",Meesho,765,29835,1515,5.08%,48,20112,26.29x,3.8%
2026-08-08,VQ-Neem-Conditioner-003,"Veqix Neem Anti-Dandruff Conditioner 200ml | Controls Dandruff & Frizz | Neem, Aloe Vera & Vitamin C Conditioner for Healthy Scalp & Smooth Hair",Myntra,731,11696,454,3.88%,64,26816,36.68x,2.7%
2026-08-07,VQ-Neem-Conditioner-003,"Veqix Neem Anti-Dandruff Conditioner 200ml | Controls Dandruff & Frizz | Neem, Aloe Vera & Vitamin C Conditioner for Healthy Scalp & Smooth Hair",Own Website,983,23592,449,1.90%,60,25140,25.57x,3.9%
2026-08-06,VQ-Neem-Conditioner-003,"Veqix Neem Anti-Dandruff Conditioner 200ml | Controls Dandruff & Frizz | Neem, Aloe Vera & Vitamin C Conditioner for Healthy Scalp & Smooth Hair",Amazon,744,19344,347,1.79%,51,21369,28.72x,3.5%
2026-08-05,VQ-Neem-Conditioner-003,"Veqix Neem Anti-Dandruff Conditioner 200ml | Controls Dandruff & Frizz | Neem, Aloe Vera & Vitamin C Conditioner for Healthy Scalp & Smooth Hair",Flipkart,348,8352,456,5.46%,50,20950,60.20x,1.7%
2026-08-04,VQ-Neem-Conditioner-003,"Veqix Neem Anti-Dandruff Conditioner 200ml | Controls Dandruff & Frizz | Neem, Aloe Vera & Vitamin C Conditioner for Healthy Scalp & Smooth Hair",Meesho,415,13280,205,1.54%,22,9218,22.21x,4.5%
2026-08-03,VQ-Neem-Conditioner-003,"Veqix Neem Anti-Dandruff Conditioner 200ml | Controls Dandruff & Frizz | Neem, Aloe Vera & Vitamin C Conditioner for Healthy Scalp & Smooth Hair",Myntra,1026,32832,1369,4.17%,55,23045,22.46x,4.5%
2026-08-02,VQ-Neem-Conditioner-003,"Veqix Neem Anti-Dandruff Conditioner 200ml | Controls Dandruff & Frizz | Neem, Aloe Vera & Vitamin C Conditioner for Healthy Scalp & Smooth Hair",Own Website,605,10285,176,1.71%,12,5028,8.31x,12.0%
2026-08-01,VQ-Neem-Conditioner-003,"Veqix Neem Anti-Dandruff Conditioner 200ml | Controls Dandruff & Frizz | Neem, Aloe Vera & Vitamin C Conditioner for Healthy Scalp & Smooth Hair",Amazon,1002,29058,477,1.64%,22,9218,9.20x,10.9%
2026-07-31,VQ-Neem-Conditioner-003,"Veqix Neem Anti-Dandruff Conditioner 200ml | Controls Dandruff & Frizz | Neem, Aloe Vera & Vitamin C Conditioner for Healthy Scalp & Smooth Hair",Flipkart,1043,27118,936,3.45%,64,26816,25.71x,3.9%
2026-07-30,VQ-Neem-Conditioner-003,"Veqix Neem Anti-Dandruff Conditioner 200ml | Controls Dandruff & Frizz | Neem, Aloe Vera & Vitamin C Conditioner for Healthy Scalp & Smooth Hair",Meesho,406,6902,234,3.39%,11,4609,11.35x,8.8%
2026-07-29,VQ-Neem-Conditioner-003,"Veqix Neem Anti-Dandruff Conditioner 200ml | Controls Dandruff & Frizz | Neem, Aloe Vera & Vitamin C Conditioner for Healthy Scalp & Smooth Hair",Myntra,859,30065,1385,4.61%,198,82962,96.58x,1.0%
2026-07-28,VQ-Neem-Conditioner-003,"Veqix Neem Anti-Dandruff Conditioner 200ml | Controls Dandruff & Frizz | Neem, Aloe Vera & Vitamin C Conditioner for Healthy Scalp & Smooth Hair",Own Website,954,27666,540,1.95%,32,13408,14.05x,7.1%
2026-08-11,Dhavath Shampoo - Dhavath Conditioner - Rosemary Water,Water with Dhavath Shampoo & Dhavath Conditioner,Flipkart,1339,22763,513,2.25%,63,26397,19.71x,5.1%
2026-08-10,Dhavath Shampoo - Dhavath Conditioner - Rosemary Water,Water with Dhavath Shampoo & Dhavath Conditioner,Meesho,226,3842,185,4.82%,19,7961,35.23x,2.8%
2026-08-09,Dhavath Shampoo - Dhavath Conditioner - Rosemary Water,Water with Dhavath Shampoo & Dhavath Conditioner,Myntra,696,11136,518,4.65%,76,31844,45.75x,2.2%
2026-08-08,Dhavath Shampoo - Dhavath Conditioner - Rosemary Water,Water with Dhavath Shampoo & Dhavath Conditioner,Own Website,774,29412,1537,5.23%,63,26397,34.10x,2.9%
2026-08-07,Dhavath Shampoo - Dhavath Conditioner - Rosemary Water,Water with Dhavath Shampoo & Dhavath Conditioner,Amazon,655,23580,1286,5.45%,186,77934,118.98x,0.8%
2026-08-06,Dhavath Shampoo - Dhavath Conditioner - Rosemary Water,Water with Dhavath Shampoo & Dhavath Conditioner,Flipkart,344,12040,400,3.32%,55,23045,66.99x,1.5%
2026-08-05,Dhavath Shampoo - Dhavath Conditioner - Rosemary Water,Water with Dhavath Shampoo & Dhavath Conditioner,Meesho,379,13265,545,4.11%,40,16760,44.22x,2.3%
2026-08-04,Dhavath Shampoo - Dhavath Conditioner - Rosemary Water,Water with Dhavath Shampoo & Dhavath Conditioner,Myntra,457,12796,256,2.00%,16,6704,14.67x,6.8%
2026-08-03,Dhavath Shampoo - Dhavath Conditioner - Rosemary Water,Water with Dhavath Shampoo & Dhavath Conditioner,Own Website,538,13988,508,3.63%,60,25140,46.73x,2.1%
2026-08-02,Dhavath Shampoo - Dhavath Conditioner - Rosemary Water,Water with Dhavath Shampoo & Dhavath Conditioner,Amazon,567,15876,516,3.25%,54,22626,39.90x,2.5%
2026-08-01,Dhavath Shampoo - Dhavath Conditioner - Rosemary Water,Water with Dhavath Shampoo & Dhavath Conditioner,Flipkart,717,22227,704,3.17%,61,25559,35.65x,2.8%
2026-07-31,Dhavath Shampoo - Dhavath Conditioner - Rosemary Water,Water with Dhavath Shampoo & Dhavath Conditioner,Meesho,1211,47229,2440,5.17%,216,90504,74.73x,1.3%
2026-07-30,Dhavath Shampoo - Dhavath Conditioner - Rosemary Water,Water with Dhavath Shampoo & Dhavath Conditioner,Myntra,291,10185,177,1.74%,11,4609,15.84x,6.3%
2026-07-29,Dhavath Shampoo - Dhavath Conditioner - Rosemary Water,Water with Dhavath Shampoo & Dhavath Conditioner,Own Website,1047,39786,1835,4.61%,245,102655,98.05x,1.0%
2026-07-28,Dhavath Shampoo - Dhavath Conditioner - Rosemary Water,Water with Dhavath Shampoo & Dhavath Conditioner,Amazon,917,28427,922,3.24%,54,22626,24.67x,4.1%
2026-08-11,VQ-Hibiscus-Conditioner-003,"Veqix Hibiscus Bond Repair Conditioner 200ml | Deep Repair & Frizz Control | Hibiscus Extract & Almond Oil Conditioner for Smooth, Strong Hair",Meesho,160,2720,123,4.52%,10,4190,26.19x,3.8%
2026-08-10,VQ-Hibiscus-Conditioner-003,"Veqix Hibiscus Bond Repair Conditioner 200ml | Deep Repair & Frizz Control | Hibiscus Extract & Almond Oil Conditioner for Smooth, Strong Hair",Myntra,1187,41545,1972,4.75%,233,97627,82.25x,1.2%
2026-08-09,VQ-Hibiscus-Conditioner-003,"Veqix Hibiscus Bond Repair Conditioner 200ml | Deep Repair & Frizz Control | Hibiscus Extract & Almond Oil Conditioner for Smooth, Strong Hair",Own Website,679,25123,883,3.51%,57,23883,35.17x,2.8%
2026-08-08,VQ-Hibiscus-Conditioner-003,"Veqix Hibiscus Bond Repair Conditioner 200ml | Deep Repair & Frizz Control | Hibiscus Extract & Almond Oil Conditioner for Smooth, Strong Hair",Amazon,321,10272,346,3.37%,17,7123,22.19x,4.5%
2026-08-07,VQ-Hibiscus-Conditioner-003,"Veqix Hibiscus Bond Repair Conditioner 200ml | Deep Repair & Frizz Control | Hibiscus Extract & Almond Oil Conditioner for Smooth, Strong Hair",Flipkart,840,24360,539,2.21%,66,27654,32.92x,3.0%
2026-08-06,VQ-Hibiscus-Conditioner-003,"Veqix Hibiscus Bond Repair Conditioner 200ml | Deep Repair & Frizz Control | Hibiscus Extract & Almond Oil Conditioner for Smooth, Strong Hair",Meesho,293,11427,298,2.61%,27,11313,38.61x,2.6%
2026-08-05,VQ-Hibiscus-Conditioner-003,"Veqix Hibiscus Bond Repair Conditioner 200ml | Deep Repair & Frizz Control | Hibiscus Extract & Almond Oil Conditioner for Smooth, Strong Hair",Myntra,687,23358,1233,5.28%,140,58660,85.39x,1.2%
2026-08-04,VQ-Hibiscus-Conditioner-003,"Veqix Hibiscus Bond Repair Conditioner 200ml | Deep Repair & Frizz Control | Hibiscus Extract & Almond Oil Conditioner for Smooth, Strong Hair",Own Website,997,14955,532,3.56%,62,25978,26.06x,3.8%
2026-08-03,VQ-Hibiscus-Conditioner-003,"Veqix Hibiscus Bond Repair Conditioner 200ml | Deep Repair & Frizz Control | Hibiscus Extract & Almond Oil Conditioner for Smooth, Strong Hair",Amazon,869,19987,687,3.44%,41,17179,19.77x,5.1%
2026-08-02,VQ-Hibiscus-Conditioner-003,"Veqix Hibiscus Bond Repair Conditioner 200ml | Deep Repair & Frizz Control | Hibiscus Extract & Almond Oil Conditioner for Smooth, Strong Hair",Flipkart,573,12033,486,4.04%,17,7123,12.43x,8.0%
2026-08-01,VQ-Hibiscus-Conditioner-003,"Veqix Hibiscus Bond Repair Conditioner 200ml | Deep Repair & Frizz Control | Hibiscus Extract & Almond Oil Conditioner for Smooth, Strong Hair",Meesho,876,29784,1237,4.15%,152,63688,72.70x,1.4%
2026-07-31,VQ-Hibiscus-Conditioner-003,"Veqix Hibiscus Bond Repair Conditioner 200ml | Deep Repair & Frizz Control | Hibiscus Extract & Almond Oil Conditioner for Smooth, Strong Hair",Myntra,258,4644,216,4.65%,26,10894,42.22x,2.4%
2026-07-30,VQ-Hibiscus-Conditioner-003,"Veqix Hibiscus Bond Repair Conditioner 200ml | Deep Repair & Frizz Control | Hibiscus Extract & Almond Oil Conditioner for Smooth, Strong Hair",Own Website,504,16128,636,3.94%,52,21788,43.23x,2.3%
2026-07-29,VQ-Hibiscus-Conditioner-003,"Veqix Hibiscus Bond Repair Conditioner 200ml | Deep Repair & Frizz Control | Hibiscus Extract & Almond Oil Conditioner for Smooth, Strong Hair",Amazon,1194,38208,1504,3.94%,225,94275,78.96x,1.3%
2026-07-28,VQ-Hibiscus-Conditioner-003,"Veqix Hibiscus Bond Repair Conditioner 200ml | Deep Repair & Frizz Control | Hibiscus Extract & Almond Oil Conditioner for Smooth, Strong Hair",Flipkart,1019,26494,1071,4.04%,39,16341,16.04x,6.2%
2026-08-11,VQ-Neem-Shampoo-003,Neem Anti-Dandruff Advanced Shampoo | Piractone Olamine & Pentavitin Paraben & Sulphate Free | For Men & Women | 200ml,Myntra,1201,33628,1479,4.40%,54,22626,18.84x,5.3%
2026-08-10,VQ-Neem-Shampoo-003,Neem Anti-Dandruff Advanced Shampoo | Piractone Olamine & Pentavitin Paraben & Sulphate Free | For Men & Women | 200ml,Own Website,408,10200,293,2.87%,17,7123,17.46x,5.7%
2026-08-09,VQ-Neem-Shampoo-003,Neem Anti-Dandruff Advanced Shampoo | Piractone Olamine & Pentavitin Paraben & Sulphate Free | For Men & Women | 200ml,Amazon,774,24768,1221,4.93%,116,48604,62.80x,1.6%
2026-08-08,VQ-Neem-Shampoo-003,Neem Anti-Dandruff Advanced Shampoo | Piractone Olamine & Pentavitin Paraben & Sulphate Free | For Men & Women | 200ml,Flipkart,354,10974,403,3.67%,42,17598,49.71x,2.0%
2026-08-07,VQ-Neem-Shampoo-003,Neem Anti-Dandruff Advanced Shampoo | Piractone Olamine & Pentavitin Paraben & Sulphate Free | For Men & Women | 200ml,Meesho,505,12120,477,3.94%,58,24302,48.12x,2.1%
2026-08-06,VQ-Neem-Shampoo-003,Neem Anti-Dandruff Advanced Shampoo | Piractone Olamine & Pentavitin Paraben & Sulphate Free | For Men & Women | 200ml,Myntra,351,8073,210,2.60%,21,8799,25.07x,4.0%
2026-08-05,VQ-Neem-Shampoo-003,Neem Anti-Dandruff Advanced Shampoo | Piractone Olamine & Pentavitin Paraben & Sulphate Free | For Men & Women | 200ml,Own Website,527,16864,554,3.29%,52,21788,41.34x,2.4%
2026-08-04,VQ-Neem-Shampoo-003,Neem Anti-Dandruff Advanced Shampoo | Piractone Olamine & Pentavitin Paraben & Sulphate Free | For Men & Women | 200ml,Amazon,1303,44302,1293,2.92%,145,60755,46.63x,2.1%
2026-08-03,VQ-Neem-Shampoo-003,Neem Anti-Dandruff Advanced Shampoo | Piractone Olamine & Pentavitin Paraben & Sulphate Free | For Men & Women | 200ml,Flipkart,497,12425,481,3.87%,58,24302,48.90x,2.0%
2026-08-02,VQ-Neem-Shampoo-003,Neem Anti-Dandruff Advanced Shampoo | Piractone Olamine & Pentavitin Paraben & Sulphate Free | For Men & Women | 200ml,Meesho,1115,20070,433,2.16%,39,16341,14.66x,6.8%
2026-08-01,VQ-Neem-Shampoo-003,Neem Anti-Dandruff Advanced Shampoo | Piractone Olamine & Pentavitin Paraben & Sulphate Free | For Men & Women | 200ml,Myntra,734,13212,384,2.91%,29,12151,16.55x,6.0%
2026-07-31,VQ-Neem-Shampoo-003,Neem Anti-Dandruff Advanced Shampoo | Piractone Olamine & Pentavitin Paraben & Sulphate Free | For Men & Women | 200ml,Own Website,316,12008,426,3.55%,24,10056,31.82x,3.1%
2026-07-30,VQ-Neem-Shampoo-003,Neem Anti-Dandruff Advanced Shampoo | Piractone Olamine & Pentavitin Paraben & Sulphate Free | For Men & Women | 200ml,Amazon,1044,37584,770,2.05%,78,32682,31.30x,3.2%
2026-07-29,VQ-Neem-Shampoo-003,Neem Anti-Dandruff Advanced Shampoo | Piractone Olamine & Pentavitin Paraben & Sulphate Free | For Men & Women | 200ml,Flipkart,471,9891,240,2.43%,34,14246,30.25x,3.3%
2026-07-28,VQ-Neem-Shampoo-003,Neem Anti-Dandruff Advanced Shampoo | Piractone Olamine & Pentavitin Paraben & Sulphate Free | For Men & Women | 200ml,Meesho,855,17100,916,5.36%,67,28073,32.83x,3.0%
2026-08-11,VQ-Flaxseed-Gel-01,veqix Flaxseed Gel (300 ml) | For Hair & Skin | Frizz-Control | Smoothening | Moisture Rich | Soft Long Hair,Own Website,1145,33205,1001,3.01%,104,43576,38.06x,2.6%
2026-08-10,VQ-Flaxseed-Gel-01,veqix Flaxseed Gel (300 ml) | For Hair & Skin | Frizz-Control | Smoothening | Moisture Rich | Soft Long Hair,Amazon,324,9072,305,3.36%,37,15503,47.85x,2.1%
2026-08-09,VQ-Flaxseed-Gel-01,veqix Flaxseed Gel (300 ml) | For Hair & Skin | Frizz-Control | Smoothening | Moisture Rich | Soft Long Hair,Flipkart,812,18676,407,2.18%,45,18855,23.22x,4.3%
2026-08-08,VQ-Flaxseed-Gel-01,veqix Flaxseed Gel (300 ml) | For Hair & Skin | Frizz-Control | Smoothening | Moisture Rich | Soft Long Hair,Meesho,446,9812,308,3.14%,20,8380,18.79x,5.3%
2026-08-07,VQ-Flaxseed-Gel-01,veqix Flaxseed Gel (300 ml) | For Hair & Skin | Frizz-Control | Smoothening | Moisture Rich | Soft Long Hair,Myntra,1157,25454,1195,4.69%,159,66621,57.58x,1.7%
2026-08-06,VQ-Flaxseed-Gel-01,veqix Flaxseed Gel (300 ml) | For Hair & Skin | Frizz-Control | Smoothening | Moisture Rich | Soft Long Hair,Own Website,1230,23370,449,1.92%,37,15503,12.60x,7.9%
2026-08-05,VQ-Flaxseed-Gel-01,veqix Flaxseed Gel (300 ml) | For Hair & Skin | Frizz-Control | Smoothening | Moisture Rich | Soft Long Hair,Amazon,563,8445,345,4.09%,29,12151,21.58x,4.6%
2026-08-04,VQ-Flaxseed-Gel-01,veqix Flaxseed Gel (300 ml) | For Hair & Skin | Frizz-Control | Smoothening | Moisture Rich | Soft Long Hair,Flipkart,775,18600,775,4.17%,77,32263,41.63x,2.4%
2026-08-03,VQ-Flaxseed-Gel-01,veqix Flaxseed Gel (300 ml) | For Hair & Skin | Frizz-Control | Smoothening | Moisture Rich | Soft Long Hair,Meesho,1216,19456,424,2.18%,56,23464,19.30x,5.2%
2026-08-02,VQ-Flaxseed-Gel-01,veqix Flaxseed Gel (300 ml) | For Hair & Skin | Frizz-Control | Smoothening | Moisture Rich | Soft Long Hair,Myntra,951,24726,990,4.00%,136,56984,59.92x,1.7%
2026-08-01,VQ-Flaxseed-Gel-01,veqix Flaxseed Gel (300 ml) | For Hair & Skin | Frizz-Control | Smoothening | Moisture Rich | Soft Long Hair,Own Website,921,34077,1196,3.51%,172,72068,78.25x,1.3%
2026-07-31,VQ-Flaxseed-Gel-01,veqix Flaxseed Gel (300 ml) | For Hair & Skin | Frizz-Control | Smoothening | Moisture Rich | Soft Long Hair,Amazon,984,34440,1496,4.34%,220,92180,93.68x,1.1%
2026-07-30,VQ-Flaxseed-Gel-01,veqix Flaxseed Gel (300 ml) | For Hair & Skin | Frizz-Control | Smoothening | Moisture Rich | Soft Long Hair,Flipkart,518,18648,987,5.29%,114,47766,92.21x,1.1%
2026-07-29,VQ-Flaxseed-Gel-01,veqix Flaxseed Gel (300 ml) | For Hair & Skin | Frizz-Control | Smoothening | Moisture Rich | Soft Long Hair,Meesho,1088,42432,1497,3.53%,200,83800,77.02x,1.3%
2026-07-28,VQ-Flaxseed-Gel-01,veqix Flaxseed Gel (300 ml) | For Hair & Skin | Frizz-Control | Smoothening | Moisture Rich | Soft Long Hair,Myntra,1025,16400,377,2.30%,13,5447,5.31x,18.8%
2026-08-11,Shampoo + Conditioner,Dhavath Hair Fall Shampoo & Vartha Hydrating No-Frizz Hair Conditioner  (2 Items in the set),Amazon,1198,39534,1392,3.52%,144,60336,50.36x,2.0%
2026-08-10,Shampoo + Conditioner,Dhavath Hair Fall Shampoo & Vartha Hydrating No-Frizz Hair Conditioner  (2 Items in the set),Flipkart,834,15846,837,5.28%,100,41900,50.24x,2.0%
2026-08-09,Shampoo + Conditioner,Dhavath Hair Fall Shampoo & Vartha Hydrating No-Frizz Hair Conditioner  (2 Items in the set),Meesho,902,25256,399,1.58%,34,14246,15.79x,6.3%
2026-08-08,Shampoo + Conditioner,Dhavath Hair Fall Shampoo & Vartha Hydrating No-Frizz Hair Conditioner  (2 Items in the set),Myntra,436,8720,151,1.73%,10,4190,9.61x,10.4%
